id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,6000,6000,6000, 36 months,7.02,185.32,A,A2,Operations Manager,3 years,MORTGAGE,92500,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,371xx,TN,20.28,0,Sep-1995,0,43,,18,0,14049,20.6,30,w,5698.68,5698.68,364.79,364.79,301.32,63.47,0.0,0.0,0.0,Feb-2019,185.32,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,231078,2,3,0,3,19,33036,54,2,2,5087,35,68100,1,0,0,5,12838,43785,20.4,0,0,160,279,3,3,3,5,43,19,43,0,3,5,10,13,7,13,19,5,18,0,0,0,2,93.3,0,0,0,326792,47085,55000,61280,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7200,7200,7200, 36 months,14.47,247.73,C,C2,Teacher,7 years,OWN,48500,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,451xx,OH,32.52,0,Nov-1999,0,43,,28,0,14751,49.5,42,w,6876.24,6876.24,480.99,480.99,323.76,157.23,0.0,0.0,0.0,Feb-2019,247.73,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,214804,4,16,2,6,4,200053,105,2,3,3718,97,29800,0,1,0,9,7672,6673,59.6,0,0,124,229,1,1,1,36,,14,43,0,6,9,7,9,23,12,18,9,28,0,0,0,4,95.2,71.4,0,0,225574,214804,16500,195774,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,6000,6000,6000, 36 months,20.89,225.72,D,D4,Administrative Coordinator,4 years,MORTGAGE,46000,Source Verified,Dec-2018,Current,n,,,other,Other,492xx,MI,38.18,0,Mar-1997,2,44,,16,0,11592,32.1,36,w,5755.35,5755.35,434.03,434.03,244.65,189.38,0.0,0.0,0.0,Feb-2019,225.72,Mar-2019,Feb-2019,0,45,1,Individual,,,,0,0,158473,2,4,1,2,9,78769,84,4,4,4509,60,36100,3,1,6,6,9905,2801,69.9,0,0,130,261,2,2,1,6,45,2,44,0,4,8,4,11,9,11,26,8,14,0,0,0,5,77.1,25,0,0,179529,90361,9300,71635,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,25000,25000,25000, 36 months,14.47,860.16,C,C2,senior analyst,1 year,OWN,110000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,972xx,OR,11.98,0,Jun-2014,0,,,12,0,25048,41.0,14,w,23875.86,23875.86,1690.17,1690.17,1124.14,566.03,0.0,0.0,0.0,Feb-2019,860.16,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,27561,4,1,0,1,18,2513,21,5,8,6223,38,61100,0,0,1,9,2297,35268,37.8,0,0,41,54,1,1,0,3,,6,,0,6,8,8,9,2,11,12,8,12,0,0,0,5,100,37.5,0,0,73284,27561,56700,12184,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000, 36 months,13.56,169.83,C,C1,Driver,10+ years,RENT,55000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,220xx,VA,23.44,1,Jun-1987,0,21,,6,0,446,12.7,22,w,4772.06,4772.06,330.24,330.24,227.94,102.30,0.0,0.0,0.0,Feb-2019,169.83,Mar-2019,Feb-2019,0,21,1,Individual,,,,0,0,3479,0,2,0,0,36,3033,14,0,1,446,14,3500,0,0,0,1,580,2354,15.9,0,0,89,378,24,24,0,34,21,19,21,1,1,1,3,8,9,4,13,1,6,0,0,1,0,77.3,0,0,0,25500,3479,2800,22000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,21000,21000,21000, 36 months,7.02,648.62,A,A2,Loan Officer,10+ years,MORTGAGE,156000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,850xx,AZ,6.4,0,Mar-1984,0,,,11,0,21761,34.8,26,w,19945.38,19945.38,1239.92,1239.92,1054.62,185.30,0.0,0.0,0.0,Feb-2019,648.62,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,250391,0,1,0,1,17,2923,29,2,4,17049,34,62500,1,1,2,5,22763,27911,40.7,0,0,193,417,9,9,3,12,,9,,0,4,7,4,9,7,9,16,7,11,0,0,0,2,100,0,0,0,322500,24684,47100,10000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15000,15000,15000, 60 months,14.47,352.69,C,C2,RN,2 years,RENT,96000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,275xx,NC,15.7,1,Jul-2005,0,6,,13,0,16851,39.6,23,w,14654.30,14654.30,675.23,675.23,345.70,329.53,0.0,0.0,0.0,Feb-2019,352.69,Mar-2019,Feb-2019,0,39,1,Individual,,,,0,0,46273,1,1,0,0,31,29422,,3,7,10163,40,42600,0,1,0,7,3559,12926,49.1,0,0,87,161,4,4,5,4,,18,6,1,6,9,7,7,3,12,14,9,13,0,0,0,3,69.6,14.3,0,0,85467,46273,25400,42867,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,18000,18000,18000, 36 months,7.56,560.41,A,A3,,< 1 year,MORTGAGE,175000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,917xx,CA,7.35,0,Mar-1990,0,37,,9,0,5153,22.0,21,w,17103.16,17103.16,1101.92,1101.92,896.84,205.08,0.0,0.0,0.0,Feb-2019,560.41,Mar-2019,Feb-2019,0,62,1,Individual,,,,0,0,671841,0,2,0,1,21,4486,18,1,2,3465,20,23400,0,0,1,5,74649,16392,23.8,0,0,137,345,9,7,6,9,,8,,1,2,3,4,9,3,5,12,3,9,0,0,0,3,85.7,0,0,0,731813,9639,21500,25000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 60 months,16.14,243.93,C,C4,Medical Technologist,< 1 year,RENT,55640,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,802xx,CO,35.91,0,Aug-2007,1,,,9,0,9854,36.6,25,w,9779.67,9779.67,465.44,465.44,220.33,245.11,0.0,0.0,0.0,Feb-2019,243.93,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,92336,2,6,2,2,3,82482,88,0,0,5985,69,26900,0,0,1,2,10260,10855,46.5,0,0,136,134,63,3,2,63,,4,,0,2,3,2,4,15,3,8,3,9,0,0,0,2,100,0,0,0,113916,92336,20300,87016,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,13500,13500,13500, 36 months,11.31,443.96,B,B3,Executive Legal Assistant ,10+ years,RENT,90000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,300xx,GA,18.4,0,Oct-2004,0,48,,19,0,7156,59.1,45,w,12863.57,12863.57,875.2,875.20,636.43,238.77,0.0,0.0,0.0,Feb-2019,443.96,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,111610,0,12,1,4,11,104454,103,2,4,3285,99,12100,2,4,2,8,6201,2948,67.2,0,0,136,170,10,10,0,21,56,11,48,0,3,6,3,6,25,7,20,6,19,0,0,0,3,91.1,66.7,0,0,113144,111610,9000,101044,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6000,6000,6000, 36 months,14.47,206.44,C,C2,Truck driver/ Salesman,10+ years,MORTGAGE,94000,Not Verified,Dec-2018,Current,n,,,medical,Medical expenses,852xx,AZ,24.69,0,Apr-2002,0,,,6,0,21793,87.5,13,w,5730.20,5730.20,400.82,400.82,269.80,131.02,0.0,0.0,0.0,Feb-2019,206.44,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,278237,0,2,2,3,12,52515,74,0,0,11332,81,24900,1,0,1,3,46373,3107,87.5,0,0,134,200,50,12,4,50,,12,,0,3,3,3,3,6,3,3,3,6,0,0,0,2,100,66.7,0,0,311259,74308,24900,64334,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7000,7000,7000, 36 months,15.02,242.73,C,C3,,n/a,MORTGAGE,75000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,773xx,TX,18.51,0,Dec-1977,1,24,,13,0,5107,21.1,57,w,6844.88,6844.88,242.74,242.74,155.12,87.62,0.0,0.0,0.0,Feb-2019,257.34,Mar-2019,Feb-2019,0,60,1,Individual,,,,0,1729,265848,3,2,1,1,6,28649,72,3,3,2251,53,24200,2,27,1,5,24168,16936,14,0,0,148,492,4,4,3,4,57,6,57,1,3,5,5,10,20,10,34,5,13,0,0,0,4,78.6,0,0,0,297795,33756,19700,39907,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,16000,16000, 60 months,14.47,376.21,C,C2,Casino Floor Supervisor,10+ years,MORTGAGE,70000,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,063xx,CT,1.94,0,Oct-2005,0,,112,8,1,4186,25.2,13,f,15816.72,15816.72,395.5,395.50,183.28,212.22,0.0,0.0,0.0,Feb-2019,427.66,Mar-2019,Feb-2019,0,,1,Joint App,96500,6.88,Verified,0,1876,77375,1,0,0,0,76,0,,1,1,1752,25,16600,0,0,0,1,9672,10387,24.2,0,0,114,105,3,3,2,3,,,,0,3,4,5,5,2,7,9,4,8,0,0,0,1,100,0,1,0,108614,4186,13700,0,9186,Jul-2010,5,0,10,70.4,1,14,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,17400,17400,17400, 36 months,23.4,677.19,E,E1,Supervisor,10+ years,RENT,120000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,746xx,OK,18.63,0,Dec-2011,0,35,,11,0,13483,43.8,17,w,16717.63,16717.63,1162.11,1162.11,682.37,479.74,0.0,0.0,0.0,Feb-2019,677.19,Mar-2019,Feb-2019,0,,1,Individual,,,,0,492,78634,2,3,2,2,5,65151,89,5,7,7282,69,30800,2,0,7,9,7149,15924,45.3,0,0,84,29,1,1,1,1,,2,,0,6,7,6,6,8,8,8,7,11,0,0,0,7,82.4,16.7,0,0,115127,78634,29100,84327,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,3500,3500,3500, 36 months,14.47,120.43,C,C2,Medical Office Assistant,2 years,MORTGAGE,41000,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,305xx,GA,27.49,0,Mar-1998,0,,109,15,1,12146,62.3,23,w,3342.61,3342.61,236.64,236.64,157.39,79.25,0.0,0.0,0.0,Feb-2019,120.43,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,232262,0,8,0,0,32,26578,73,0,1,2886,69,19500,0,0,0,2,15484,531,93.2,0,0,249,87,19,19,1,19,,15,,0,3,6,3,3,16,6,6,6,15,0,0,0,0,100,100,1,0,254134,38724,7800,36293,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,8.81,317.12,A,A5,Field Technician ,10+ years,MORTGAGE,70000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,154xx,PA,24.07,0,May-2004,1,72,,6,0,20074,63.7,21,w,9510.80,9510.80,622.0,622.00,489.20,132.80,0.0,0.0,0.0,Feb-2019,317.12,Mar-2019,Feb-2019,0,72,1,Individual,,,,0,0,62230,1,2,0,2,17,42156,85,1,4,8405,77,31500,2,1,2,6,10372,1363,86.4,0,0,127,124,3,3,1,17,,3,72,1,2,3,2,4,10,4,10,3,6,0,0,0,1,95.2,50,0,0,81339,62230,10000,49839,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,6000,6000,6000, 36 months,6.46,183.79,A,A1,,n/a,RENT,102076,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,720xx,AR,19.91,0,Mar-2005,0,34,119,7,1,4376,31.5,20,w,5696.20,5696.20,364.35,364.35,303.80,60.55,0.0,0.0,0.0,Feb-2019,183.79,Mar-2019,Feb-2019,0,80,1,Individual,,,,0,0,97449,1,2,0,2,14,93073,93,1,1,571,73,13900,3,3,3,3,16242,1929,22.8,0,0,165,99,2,2,0,39,34,8,34,2,1,3,2,3,14,5,6,3,7,0,0,0,1,78.9,0,1,0,118074,97449,2500,104174,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,18000,18000,18000, 36 months,11.31,591.95,B,B3,,< 1 year,MORTGAGE,80000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,760xx,TX,17.3,0,May-2001,0,,,10,0,26783,26.0,15,w,17151.42,17151.42,1155.62,1155.62,848.58,307.04,0.0,0.0,0.0,Feb-2019,591.95,Mar-2019,Feb-2019,0,,1,Individual,,,,0,6350,38113,0,1,0,0,26,11330,76,1,1,16039,32,102900,0,0,0,1,3811,68961,27.9,0,0,26,211,11,11,0,11,,23,,0,5,6,6,8,1,9,14,6,10,0,0,0,1,100,33.3,0,0,117900,38113,95700,15000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6025,6025,6025, 36 months,17.97,217.73,D,D1,,n/a,RENT,18528,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,015xx,MA,10.95,0,May-2013,0,,,4,0,4129,59.0,4,w,5768.08,5768.08,420.42,420.42,256.92,163.50,0.0,0.0,0.0,Feb-2019,217.73,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,4129,0,0,0,0,,0,,0,1,2468,59,7000,0,0,0,1,1032,106,97.3,0,0,,67,19,19,0,19,,,,0,3,4,3,3,0,4,4,4,4,0,0,0,0,100,100,0,0,7000,4129,4000,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,10000,10000,10000, 36 months,13.56,339.65,C,C1,Social worker- Assistant Director,9 years,MORTGAGE,73000,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,208xx,MD,12.26,0,Aug-1990,0,32,,9,0,14702,13.9,19,w,9544.14,9544.14,660.47,660.47,455.86,204.61,0.0,0.0,0.0,Feb-2019,339.65,Mar-2019,Feb-2019,0,62,1,Individual,,,,0,0,54809,1,2,1,1,7,40107,88,1,1,8026,18,105400,1,0,2,2,6090,90698,13.9,0,0,160,340,6,6,0,6,32,7,32,2,5,5,7,11,7,7,12,5,9,0,0,0,2,72.2,28.6,0,0,161934,54809,105400,56534,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,22000,22000,22000, 60 months,10.72,475.27,B,B2,Technical Program Manager,< 1 year,RENT,140000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,787xx,TX,15.35,0,Mar-2004,0,,,8,0,21619,43.5,25,w,21440.04,21440.04,930.89,930.89,559.96,370.93,0.0,0.0,0.0,Feb-2019,475.27,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,41930,0,2,0,0,33,20311,30,0,1,12975,40,49700,0,5,0,1,5990,18116,54.4,0,0,171,177,17,17,0,17,,,,0,4,5,5,8,11,6,13,5,8,0,0,0,0,100,25,0,0,110138,41930,39700,60438,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,9100,9100,9100, 36 months,8.19,285.96,A,A4,Sales manger,4 years,RENT,55000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,300xx,GA,22.32,0,May-2006,1,,77,15,1,16136,27.9,19,w,8650.77,8650.77,565.71,565.71,449.23,116.48,0.0,0.0,0.0,Feb-2019,285.96,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,50454,2,2,1,1,4,9689,61,2,2,8545,35,57800,1,2,1,4,3364,29717,34.5,0,0,151,109,2,2,0,2,,4,,0,6,10,7,7,4,12,13,10,15,0,0,0,3,100,14.3,1,0,112584,50454,45400,16000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,8000,8000,8000, 36 months,17.97,289.1,D,D1,Custodian,2 years,RENT,21500,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,704xx,LA,2.68,0,Feb-2008,0,,,4,0,374,34.0,6,w,7658.86,7658.86,558.23,558.23,341.14,217.09,0.0,0.0,0.0,Feb-2019,289.1,Mar-2019,Feb-2019,0,,1,Individual,,,,0,481,6459,2,2,2,2,2,6085,63,1,2,63,60,1100,0,0,1,4,1615,137,31.5,0,0,130,14,7,2,0,14,,3,,0,1,2,1,1,4,2,2,2,4,0,0,0,3,100,0,0,0,10835,6459,200,9735,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,24000,24000,24000, 60 months,14.47,564.31,C,C2,superintendent,4 years,OWN,100110,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,304xx,GA,38.3,0,Oct-2009,0,,,17,0,18114,25.5,30,w,23446.87,23446.87,1080.39,1080.39,553.13,527.26,0.0,0.0,0.0,Feb-2019,564.31,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,197228,0,4,1,4,10,179114,75,1,4,5155,33,71000,1,0,0,8,11602,10345,48.3,0,0,80,110,9,9,0,9,,13,,0,2,6,3,5,12,13,18,6,17,0,0,0,2,100,0,0,0,273885,197228,20000,202885,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,12500,12500,12500, 60 months,8.19,254.6,A,A4,,n/a,MORTGAGE,125000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,913xx,CA,15.41,1,Aug-1987,0,4,,7,0,68028,86.5,22,w,12330.71,12330.71,251.76,251.76,169.29,82.47,0.0,0.0,0.0,Feb-2019,260.29,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,833967,0,4,1,1,12,71313,94,0,0,10551,93,75493,1,9,0,1,119138,1649,86.5,0,0,133,360,75,12,4,107,,13,,0,1,2,1,1,11,2,6,2,7,0,0,0,1,95.5,100,0,0,941775,139341,12200,78782,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,16000,16000,16000, 36 months,17.97,578.2,D,D1,owner,5 years,RENT,90000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,941xx,CA,7.88,0,Oct-2009,0,,,3,0,10125,72.3,16,w,15317.73,15317.73,1116.47,1116.47,682.27,434.20,0.0,0.0,0.0,Feb-2019,578.2,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,32279,2,1,2,3,1,22154,100,0,1,4202,89,14000,1,6,1,4,10760,3798,52.5,0,0,110,104,20,1,0,20,,1,,0,1,2,1,5,6,2,10,2,3,0,0,0,2,100,0,0,0,36154,32279,8000,22154,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,21600,21600,21600, 60 months,10.72,466.63,B,B2,Biomedical technician,< 1 year,RENT,58000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,681xx,NE,15.21,0,Feb-2005,0,,,4,0,7527,70.3,23,w,21050.22,21050.22,901.1,901.10,549.78,351.32,0.0,0.0,0.0,Feb-2019,466.63,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,50171,0,2,1,2,11,42644,94,0,0,7527,89,10700,0,0,0,2,16724,3173,70.3,0,0,166,142,46,11,0,135,,,,0,1,1,1,2,18,2,5,1,4,0,0,0,1,100,0,0,0,56285,50171,10700,45585,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,35000,35000, 60 months,12.98,796,B,B5,Sales Territory Manager,8 years,MORTGAGE,155000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,331xx,FL,14.74,0,Jan-2008,0,,,15,0,41570,61.0,21,w,34160.65,34160.65,1554.14,1554.14,839.35,714.79,0.0,0.0,0.0,Feb-2019,796.0,Mar-2019,Jan-2019,0,,1,Individual,,,,0,0,446522,0,1,0,0,34,22537,,2,6,14395,61,68100,0,1,2,7,31894,17077,66.6,0,0,81,131,8,8,1,8,,8,,0,5,9,7,9,4,13,16,9,15,0,0,0,2,100,50,0,0,488512,64107,51200,38146,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,33625,33625,33625, 36 months,7.02,1038.55,A,A2,,< 1 year,MORTGAGE,75000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,183xx,PA,54.8,0,Dec-2008,0,,,33,0,9999,8.9,40,w,31936.39,31936.39,2057.43,2057.43,1688.61,368.82,0.0,0.0,0.0,Feb-2019,1038.55,Mar-2019,Feb-2019,0,,1,Joint App,223000,26.74,Not Verified,0,0,276162,0,4,1,3,12,266163,41,3,5,3368,18,111800,0,2,1,8,8369,58813,14.4,0,0,95,120,7,7,0,8,,9,,0,12,13,15,15,9,29,31,13,33,0,0,0,4,100,0,0,0,435933,276162,68700,324133,55859,Feb-1991,0,0,24,21.3,5,24,0,0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,35000,35000, 60 months,12.98,796,B,B5,Operations Manager,4 years,RENT,110000,Source Verified,Dec-2018,Current,n,,,house,Home buying,300xx,GA,3.26,0,Jun-2004,1,,,11,0,1284,7.6,13,w,34160.65,34160.65,1554.14,1554.14,839.35,714.79,0.0,0.0,0.0,Feb-2019,796.0,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,3394,3,1,0,1,15,2110,73,4,8,291,17,17000,0,1,2,9,309,13345,6,0,0,15,174,5,5,0,5,,2,,0,6,7,8,8,1,10,12,7,11,0,0,0,4,100,0,0,0,19875,3394,14200,2875,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,5000,5000,5000, 36 months,11.8,165.6,B,B4,,n/a,OWN,35000,Verified,Dec-2018,Current,n,,,house,Home buying,321xx,FL,26.51,0,Aug-2007,0,,,3,0,2997,28.5,6,w,4883.56,4883.56,178.72,178.72,116.44,62.28,0.0,0.0,0.0,Feb-2019,186.91,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,19086,0,2,1,2,7,16089,73,0,0,2997,59,10500,4,0,3,2,6362,7503,28.5,0,0,115,136,63,7,0,63,,2,,0,1,1,1,2,3,1,3,1,3,0,0,0,1,100,0,0,0,32600,19086,10500,22100,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,6000,6000,6000, 36 months,6.46,183.79,A,A1,,n/a,MORTGAGE,40000,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,382xx,TN,32.73,0,Jun-2011,0,,117,9,1,5638,33.2,17,w,5696.20,5696.20,364.35,364.35,303.80,60.55,0.0,0.0,0.0,Feb-2019,183.79,Mar-2019,Feb-2019,0,,1,Individual,,,,0,89,48517,1,3,1,4,6,42879,68,1,2,2107,44,17000,0,0,2,6,5391,6893,23.4,0,0,80,90,8,6,1,22,,8,,0,1,5,2,2,9,6,7,5,9,0,0,0,2,100,0,1,0,72588,48517,9000,55588,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,20000,20000,20000, 36 months,14.47,688.13,C,C2,Supervisor,10+ years,OWN,51133,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,333xx,FL,12.34,0,Oct-2006,0,64,,8,0,11070,43.8,9,w,19100.68,19100.68,1336.07,1336.07,899.32,436.75,0.0,0.0,0.0,Feb-2019,688.13,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,59881,1,1,1,1,12,3403,67,3,5,4821,48,25300,0,0,0,6,7485,8523,54.7,0,0,12,138,5,5,1,5,64,24,64,0,3,5,3,4,1,6,7,5,8,0,0,0,4,88.9,33.3,0,0,140356,14473,18800,5056,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,15700,15700,15700, 36 months,26.31,635.16,E,E4,,n/a,RENT,33000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,276xx,NC,14.84,0,Sep-1980,1,58,,10,0,10773,49.0,14,w,15111.75,15111.75,1212.95,1212.95,588.25,624.70,0.0,0.0,0.0,Feb-2019,635.16,Mar-2019,Feb-2019,0,58,1,Individual,,,,0,0,15007,2,1,1,1,1,4234,98,2,2,5285,57,22000,0,0,1,3,1667,9151,53.8,0,0,143,459,3,1,1,3,,4,,1,4,5,6,6,2,9,10,5,10,0,0,0,3,92.9,33.3,0,0,26340,15007,19800,4340,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,16.91,356.08,C,C5,Office Administrator,7 years,OWN,44000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,253xx,WV,28.61,0,Nov-1992,1,,,23,0,49625,23.0,29,w,9566.64,9566.64,688.67,688.67,433.36,255.31,0.0,0.0,0.0,Feb-2019,356.08,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,58456,2,1,1,1,12,8831,88,3,4,7679,29,142800,0,0,1,5,2542,49664,28.8,0,0,148,313,4,4,0,4,,4,,0,9,11,15,16,2,22,27,11,23,0,0,0,4,100,33.3,0,0,152800,58456,69800,10000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
